"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"SubstanceAdministration","SubstanceAdministration","","","",1,1,"","","","null {[]} {[]}
"SubstanceAdministration.consumable.manufacturedProduct.manufacturedMaterial","SubstanceAdministration.consumable.manufacturedProduct.manufacturedMaterial","","","",1,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Material {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ManufacturedProduct.manufacturedMaterial",0,1,"",""
"SubstanceAdministration.consumable.manufacturedProduct.manufacturerOrganization","SubstanceAdministration.consumable.manufacturedProduct.manufacturerOrganization","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Organization {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"ManufacturedProduct.manufacturerOrganization",0,1,"",""
"SubstanceAdministration.subject","SubstanceAdministration.subject","","","",0,1,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Subject {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.subject",0,1,"",""
"SubstanceAdministration.specimen","SubstanceAdministration.specimen","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Specimen {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.specimen",0,*,"",""
"SubstanceAdministration.performer","SubstanceAdministration.performer","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Performer2 {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.performer",0,*,"",""
"SubstanceAdministration.author","SubstanceAdministration.author","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Author {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.author",0,*,"",""
"SubstanceAdministration.informant","SubstanceAdministration.informant","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Informant {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.informant",0,*,"",""
"SubstanceAdministration.participant","SubstanceAdministration.participant","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Participant2 {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.participant",0,*,"",""
"SubstanceAdministration.entryRelationship","SubstanceAdministration.entryRelationship","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/EntryRelationship {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.entryRelationship",0,*,"",""
"SubstanceAdministration.reference","SubstanceAdministration.reference","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Reference {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.reference",0,*,"",""
"SubstanceAdministration.precondition","SubstanceAdministration.precondition","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/Precondition {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.precondition",0,*,"",""
"SubstanceAdministration.sdtcInFulfillmentOf1","SubstanceAdministration.sdtcInFulfillmentOf1","","","",0,*,"","","","http://hl7.org/cda/stds/core/StructureDefinition/InFulfillmentOf1 {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.sdtcInFulfillmentOf1",0,*,"",""
