"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"fr-lm-sujet.sujet.nomPrenom.id","fr-lm-sujet.sujet.nomPrenom.id","","","",0,1,"","","","string {[]} {[]}
","xml:id (or equivalent in JSON)","unique id for the element within a resource (for internal references)","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"fr-lm-sujet.sujet.nomPrenom.extension","fr-lm-sujet.sujet.nomPrenom.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the resource. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"fr-lm-sujet.sujet.nomPrenom.value","fr-lm-sujet.sujet.nomPrenom.value","","","",0,1,"","","","string {[]} {[]}
","Primitive value for string","The actual value","","","","","","","","","",1048576,,,,"",,,,"string.value",0,1,"",""
"fr-lm-sujet.sujet.nomPrenom.nom","fr-lm-sujet.sujet.nomPrenom.nom","","","",0,*,"","","","string {[]} {[]}
","Nom","Nom","","","","","","","","","",,,,,"",,,,"fr-lm-sujet.sujet.nomPrenom.nom",0,*,"",""
"fr-lm-sujet.sujet.nomPrenom.prenom","fr-lm-sujet.sujet.nomPrenom.prenom","","","",0,*,"","","","string {[]} {[]}
","Prénom","Prénom","","","","","","","","","",,,,,"",,,,"fr-lm-sujet.sujet.nomPrenom.prenom",0,*,"",""
"fr-lm-sujet.sujet.nomPrenom.civilite","fr-lm-sujet.sujet.nomPrenom.civilite","","","",0,1,"","","","string {[]} {[]}
","Civilité","Civilité","","","","","","","","","",,,,,"",,,,"fr-lm-sujet.sujet.nomPrenom.civilite",0,1,"",""
"fr-lm-sujet.sujet.nomPrenom.titre","fr-lm-sujet.sujet.nomPrenom.titre","","","",0,1,"","","","string {[]} {[]}
","Titre","Titre","","","","","","","","","",,,,,"",,,,"fr-lm-sujet.sujet.nomPrenom.titre",0,1,"",""
"fr-lm-sujet.sujet.sexeSujet","fr-lm-sujet.sujet.sexeSujet","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Sexe du sujet","Sexe du sujet","","","","","","","","","",,,,,"",,,,"fr-lm-sujet.sujet.sexeSujet",0,1,"",""
"fr-lm-sujet.sujet.dateNaissanceSujet","fr-lm-sujet.sujet.dateNaissanceSujet","","","",0,1,"","","","dateTime {[]} {[]}
","Date de naissance du sujet","Date de naissance du sujet","","","","","","","","","",,,,,"",,,,"fr-lm-sujet.sujet.dateNaissanceSujet",0,1,"",""
"fr-lm-sujet.sujet.sujetDecede","fr-lm-sujet.sujet.sujetDecede","","","",0,1,"","","","boolean {[]} {[]}
","Sujet décédé","Sujet décédé","","","","","","","","","",,,,,"",,,,"fr-lm-sujet.sujet.sujetDecede",0,1,"",""
"fr-lm-sujet.sujet.dateHeureDeces","fr-lm-sujet.sujet.dateHeureDeces","","","",0,1,"","","","dateTime {[]} {[]}
","Date et heure du décès","Date et heure du décès","","","","","","","","","",,,,,"",,,,"fr-lm-sujet.sujet.dateHeureDeces",0,1,"",""
"fr-lm-sujet.sujet.naissanceMultiple","fr-lm-sujet.sujet.naissanceMultiple","","","",0,1,"","","","boolean {[]} {[]}
","Sujet né d’une naissance multiple","Sujet né d’une naissance multiple","","","","","","","","","",,,,,"",,,,"fr-lm-sujet.sujet.naissanceMultiple",0,1,"",""
"fr-lm-sujet.sujet.rangNaissance","fr-lm-sujet.sujet.rangNaissance","","","",0,1,"","","","string {[]} {[]}
","Rang de naissance (en cas de naissances multiples)","Rang de naissance (en cas de naissances multiples)","","","","","","","","","",,,,,"",,,,"fr-lm-sujet.sujet.rangNaissance",0,1,"",""
